,Unnamed: 0,Unnamed: 0.1,id,conversation_id,created_at,date,timezone,place,text,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,labels
63,63,63,1.26245e+18,1.26245e+18,1589830000000.0,18-05-2020 23:46,530,,"#Lockdown has been extended in Uttar Pradesh till 31st May: State Chief Secretary Rajendra Kumar Tiwari
@CMOfficeUP @myogiadityanath
#COVID19India pic.twitter.com/F6Z4zz5vXm","['#lockdown', '#covid19india']",[],7.95243e+17,7.95243e+17,M_ShyamJi,Shyamji Tiwari,1,23,https://twitter.com/M_ShyamJi/status/1262447041059438600,False,1,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '795242843346522114', 'username': 'M_ShyamJi'}, {'user_id': '2587240482', 'username': 'CMOfficeUP'}, {'user_id': '3437532637', 'username': 'myogiadityanath'}]",,,,,lockdown   extend   uttar   pradesh   till   st   may   state   chief   secretari   rajendra   kumar   tiwari   covidindia  ,1
94,94,94,1.26244e+18,1.26244e+18,1589830000000.0,18-05-2020 23:38,530,,"#Covid19India #CoronaVirus 
Date - New Cases (Total Cases)

14 May - +3722 (78003) 
15 May - +3967 (81970) 
16 May - +3970 (85940)
17 May - +4987 (90927)
18 May - +5242 (96169)

Source: @MoHFW_INDIA","['#covid19india', '#coronavirus']",[],7.86804e+17,7.86804e+17,rohan_m01,Rohan Malhotra,1,23,https://twitter.com/rohan_m01/status/1262444953160089600,False,3,1,2,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '786803503016456197', 'username': 'rohan_m01'}, {'user_id': '2596143056', 'username': 'MoHFW_INDIA'}]",,,,,covidindia   coronaviru   date   new   case   total   case   may   may   may   may   may   sourc  ,-1
341,341,341,1.26243e+18,1.26243e+18,1589820000000.0,18-05-2020 22:50,530,,"100300 is the count till 10 pm, it's a humble request guys keep ur moving feet inside ur house.otherwise it's gonna kill the whole nation.
#StayHomeStaySafe #StayAtHomeSaveLives
#CoronavirusOutbreak #Covid_19 #COVID19India","['#stayhomestaysafe', '#stayathomesavelives', '#coronavirusoutbreak', '#covid_19', '#covid19india']",[],1.24596e+18,1.24596e+18,iamkundan88,kundan jha,1,22,https://twitter.com/iamkundan88/status/1262432959757508609,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1245957021565763585', 'username': 'iamkundan88'}]",,,,,count   till   pm   humbl   request   guy   keep   ur   move   foot   insid   ur   hous   otherwis   gon   na   kill   whole   nation   stayhomestaysaf   stayathomesavel   coronavirusoutbreak   covid   covidindia  ,0
735,735,735,1.2628e+18,1.2628e+18,1589910000000.0,19-05-2020 22:59,530,,58% of new COVID-19 cases in Karnataka in last 6 days were Maharashtra returnees #COVID19India #Covid_19india pic.twitter.com/NrP9fQleTu,"['#covid19india', '#covid_19india']",[],1.25471e+18,1.25471e+18,MrPattya,Mr_pattya,2,22,https://twitter.com/MrPattya/status/1262797443734929411,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1254714751390638080', 'username': 'MrPattya'}]",,,,,new   covid   case   karnataka   last   day   maharashtra   returne   covidindia   covid   india  ,-1
861,861,861,1.26279e+18,1.26279e+18,1589910000000.0,19-05-2020 22:31,530,,"I was wondering In a post-coronavirus world, what will happen to scenes of intimacy in Bollywood? Will Bollywood go back to the old flower-kissing days? ð¤­ð¤£ð¤£#tiktokdown #tuesdayvibes #SelenaGomez #Hollywood #Bollywood #lockdown2020 #HinaKhan #JLo #Travel #Trump #COVID19India","['#tiktokdown', '#tuesdayvibes', '#selenagomez', '#hollywood', '#bollywood', '#lockdown2020', '#hinakhan', '#jlo', '#travel', '#trump', '#covid19india']",[],1.2598e+18,1.2598e+18,soytanuka,Tanu,2,22,https://twitter.com/soytanuka/status/1262790486890250240,False,3,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1259796858005786624', 'username': 'soytanuka'}]",,,,,wonder   post   coronaviru   world   happen   scene   intimaci   bollywood   bollywood   go   back   old   flower   kiss   day   tiktokdown   tuesdayvib   selenagomez   hollywood   bollywood   lockdown   hinakhan   jlo   travel   trump   covidindia  ,-1
907,907,907,1.26279e+18,1.26279e+18,1589910000000.0,19-05-2020 22:22,530,,"#Covid19India #CoronaVirus 
Date - New Cases (Total Cases)

15 May - +3967 (81970) 
16 May - +3970 (85940)
17 May - +4987 (90927)
18 May - +5242 (96169) 
19 May - +4970 (101139)

Source: @MoHFW_INDIA","['#covid19india', '#coronavirus']",[],7.86804e+17,7.86804e+17,rohan_m01,Rohan Malhotra,2,22,https://twitter.com/rohan_m01/status/1262788284293558272,False,1,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '786803503016456197', 'username': 'rohan_m01'}, {'user_id': '2596143056', 'username': 'MoHFW_INDIA'}]",,,,,covidindia   coronaviru   date   new   case   total   case   may   may   may   may   may   sourc  ,-1
1116,1116,1116,1.26316e+18,1.26316e+18,1590000000000.0,20-05-2020 23:18,530,,"When will things become normal? Or is this the new normal? 
Some people are being careful and some still donât understand the seriousness of the pandemic. 
#lockdown #COVID19India #pandemic","['#lockdown', '#covid19india', '#pandemic']",[],263718908.0,263718908.0,vishal_6194,vishal pandiyan,3,23,https://twitter.com/vishal_6194/status/1263164719755452416,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '263718908', 'username': 'vishal_6194'}]",,,,,thing   becom   normal   new   normal   peopl   care   still   understand   serious   pandem   lockdown   covidindia   pandem  ,1
1384,1384,1384,1.26315e+18,1.26315e+18,1589990000000.0,20-05-2020 22:07,530,,"#Covid19India #CoronaVirus 
Date - New Cases (Total Cases)

16 May - +3970 (85940)
17 May - +4987 (90927)
18 May - +5242 (96169) 
19 May - +4970 (101139) 
20 May - +5611 (106750)

Source: @MoHFW_INDIA","['#covid19india', '#coronavirus']",[],7.86804e+17,7.86804e+17,rohan_m01,Rohan Malhotra,3,22,https://twitter.com/rohan_m01/status/1263146866193117189,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '786803503016456197', 'username': 'rohan_m01'}, {'user_id': '2596143056', 'username': 'MoHFW_INDIA'}]",,,,,covidindia   coronaviru   date   new   case   total   case   may   may   may   may   may   sourc  ,-1
1394,1394,1394,1.26315e+18,1.26315e+18,1589990000000.0,20-05-2020 22:05,530,,"Let's play data data, the day we crossed 100,000 positive cases #COVID19India #Covid_19 ..maybe the elected reps need to talk now, enough with the beauracrats  https://twitter.com/ANI/status/1263065576768827395Â â¦","['#covid19india', '#covid_19']",[],61452048.0,61452048.0,payaltalk,Payal Agarwal,3,22,https://twitter.com/payaltalk/status/1263146268349644800,False,1,0,0,https://twitter.com/ANI/status/1263065576768827395,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '61452048', 'username': 'payaltalk'}]",,,,,let   play   data   data   day   cross   posit   case   covidindia   covid   mayb   elect   rep   need   talk   enough   beauracrat  ,-1
1409,1409,1409,1.26315e+18,1.26315e+18,1589990000000.0,20-05-2020 22:01,530,,"Noticed??? Dogs have almost stopped barking!!! #Lockdown #lockdowneffect
#COVID19India","['#lockdown', '#lockdowneffect', '#covid19india']",[],131550108.0,131550108.0,vtes_thakkar,Vitesh Thakkar,3,22,https://twitter.com/vtes_thakkar/status/1263145251662782464,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '131550108', 'username': 'vtes_thakkar'}]",,,,,notic   dog   almost   stop   bark   lockdown   lockdowneffect   covidindia  ,-1
