,Unnamed: 0,Unnamed: 0.1,id,conversation_id,created_at,date,timezone,place,text,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,labels
80,80,80,1.25737e+18,1.25737e+18,1588620000000.0,04-05-2020 23:43,530,,"So did you find any difference between #TablighiJamaat incident and reopening of #WineShop ? 
#MORONS #coronavirus #COVID19","['#tablighijamaat', '#wineshop', '#morons', '#coronavirus', '#covid19']",[],251984205.0,251984205.0,beard_beers,Smitesh Kambli,1,23,https://twitter.com/beard_beers/status/1257372735652745218,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '251984205', 'username': 'beard_beers'}]",,,,,find   differ   tablighijamaat   incid   reopen   wineshop   moron   coronaviru   covid  ,-1
2999,2999,2999,1.25954e+18,1.25948e+18,1589130000000.0,10-05-2020 23:03,530,,"True to speak PM @narendramodi and his @PMOIndia are failed in the management for controlling and combating #coronavirus including Package declaration,  #lockdown, #Lockdownextention, transparency of #PMCaresFund, #MigrantLabourers, #TablighiJamaat and many more. @rupasubramanya","['#coronavirus', '#lockdown', '#lockdownextention', '#pmcaresfund', '#migrantlabourers', '#tablighijamaat']",[],1.03113e+18,1.03113e+18,IamBCdas,BC Das,7,23,https://twitter.com/IamBCdas/status/1259537091270266880,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1031125283666055168', 'username': 'IamBCdas'}, {'user_id': '151432737', 'username': 'rupasubramanya'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '471741741', 'username': 'PMOIndia'}]",,,,,true   speak   pm   fail   manag   control   combat   coronaviru   includ   packag   declar   lockdown   lockdownextent   transpar   pmcaresfund   migrantlabour   tablighijamaat   mani  ,-1
6273,6273,6273,1.26171e+18,1.2617e+18,1589650000000.0,16-05-2020 22:39,530,,Yes This Country is for #TablighiJamaat to spread #coronavirus,"['#tablighijamaat', '#coronavirus']",[],213620662.0,213620662.0,sagar_gavali,Sagar,6,22,https://twitter.com/sagar_gavali/status/1261705440045531142,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '213620662', 'username': 'sagar_gavali'}, {'user_id': '1546101560', 'username': 'ReallySwara'}]",,,,,ye   countri   tablighijamaat   spread   coronaviru  ,-1
160,160,160,1.25737e+18,1.25737e+18,1588620000000.0,04-05-2020 23:32,530,,Liquor in #Delhi will be costlier by 70% from Tuesday after  government decides to levy 'Special Corona Fee' on MRP of all brands.  pic.twitter.com/ODGWe21a67,['#delhi'],[],44857753.0,44857753.0,jeelanikash,Gulam Jeelani,1,23,https://twitter.com/jeelanikash/status/1257370035892506624,False,8,0,2,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '44857753', 'username': 'jeelanikash'}]",,,,,liquor   delhi   costlier   tuesday   govern   decid   levi   special   corona   fee   mrp   brand  ,1
171,171,171,1.25737e+18,1.25737e+18,1588620000000.0,04-05-2020 23:29,530,,"#BreakingNews
#Delhi Government has imposed 'Special #Corona Fees'- 70% tax on #liquor  applicable from Tuesday
#LiquorShops #LiquorShop pic.twitter.com/LTKpyMXo2G","['#breakingnews', '#delhi', '#corona', '#liquor', '#liquorshops', '#liquorshop']",[],74707348.0,74707348.0,PassionForNews,Manoj Gupta,1,23,https://twitter.com/PassionForNews/status/1257369248701218816,False,0,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '74707348', 'username': 'PassionForNews'}]",,,,,breakingnew   delhi   govern   impos   special   corona   fee   tax   liquor   applic   tuesday   liquorshop   liquorshop  ,-1
172,172,172,1.25737e+18,1.25737e+18,1588620000000.0,04-05-2020 23:29,530,,"In lieu of the relaxation of the lockdown and resumed sale of alcohol in the capital, the Delhi government has announced a âSpecial Corona Feeâ. 

Per @ANI
#specialcoronafees #coronavirus #lockdown3 #delhi #delhigovernment #breaking #latest #TrendingNow #COVIDã¼19 #COVID19 pic.twitter.com/ng1n1FP99v","['#specialcoronafees', '#coronavirus', '#lockdown3', '#delhi', '#delhigovernment', '#breaking', '#latest', '#trendingnow', '#covidã¼19', '#covid19']",[],1.24816e+18,1.24816e+18,scalesandstates,Scales and States,1,23,https://twitter.com/scalesandstates/status/1257369245459062785,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1248164075701297152', 'username': 'scalesandstates'}, {'user_id': '355989081', 'username': 'ANI'}]",,,,,lieu   relax   lockdown   resum   sale   alcohol   capit   delhi   govern   announc   special   corona   fee   per   specialcoronafe   coronaviru   lockdown   delhi   delhigovern   break   latest   trendingnow   covid   covid  ,-1
186,186,186,1.25737e+18,1.25737e+18,1588610000000.0,04-05-2020 23:26,530,,"Delhi government imposes 70 percent tax on liquor @ArvindKejriwal terming tax amount âspecial corona feeâ
#coronavirusinindia
#delhilockdown
#DelhiFightsCovid @TheDailyPioneer","['#coronavirusinindia', '#delhilockdown', '#delhifightscovid']",[],300674457.0,300674457.0,SapnaSngh,Sapna Singh Guleria,1,23,https://twitter.com/SapnaSngh/status/1257368416211685383,False,9,2,5,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '300674457', 'username': 'SapnaSngh'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '470299753', 'username': 'TheDailyPioneer'}]",,,,,delhi   govern   impos   percent   tax   liquor   term   tax   amount   special   corona   fee   coronavirusinindia   delhilockdown   delhifightscovid  ,-1
1717,1717,1717,1.25844e+18,1.25844e+18,1588870000000.0,07-05-2020 22:37,530,,"#BigBreaking #Covid_19 in past 24 hrs reported 448 - Highest Single - Day spike; total #CoronaPositive 5980 ; deaths -66, active cases -3983
#DelhiCorona @LtGovDelhi @ArvindKejriwal @SatyendarJain @TheDailyPioneer 
Source : State Health Department pic.twitter.com/wZYmrROIn8","['#bigbreaking', '#covid_19', '#coronapositive', '#delhicorona']",[],300674457.0,300674457.0,SapnaSngh,Sapna Singh Guleria,4,22,https://twitter.com/SapnaSngh/status/1258443256897179654,False,2,2,3,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '300674457', 'username': 'SapnaSngh'}, {'user_id': '815473030868545537', 'username': 'LtGovDelhi'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '362506755', 'username': 'SatyendarJain'}, {'user_id': '470299753', 'username': 'TheDailyPioneer'}]",,,,,bigbreak   covid   past   hr   report   highest   singl   day   spike   total   coronaposit   death   activ   case   delhicorona   sourc   state   health   depart  ,-1
1741,1741,1741,1.25844e+18,1.25844e+18,1588870000000.0,07-05-2020 22:32,530,,"#JUSTIN
#Delhi records 448 #Covid_19 cases today, highest single-day jump, so far. 

2,465 cases in last 7 days 

One death today. 

389 patients recovered today

Total cases in Delhi now : 5,980

Total deaths : 66

Total patients recovered: 1,931

#coronavirus
#COVIDã¼19 pic.twitter.com/wMBuaiS7HK","['#justin', '#delhi', '#covid_19', '#coronavirus', '#covidã¼19']",[],44857753.0,44857753.0,jeelanikash,Gulam Jeelani,4,22,https://twitter.com/jeelanikash/status/1258442103085953074,False,4,0,2,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '44857753', 'username': 'jeelanikash'}]",,,,,justin   delhi   record   covid   case   today   highest   singl   day   jump   far   case   last   day   one   death   today   patient   recov   today   total   case   delhi   total   death   total   patient   recov   coronaviru   covid  ,-1
1844,1844,1844,1.25882e+18,1.25882e+18,1588960000000.0,08-05-2020 23:36,530,,"New 338 #CoronaPositive cases registered in #Delhi today. 

#Delhiâs #Covid_19 status till date - 

â«ï¸6318 (+338) Confirmed cases
â«ï¸2020 (+89) Recovered 
â«ï¸68 (+2) Deceased 
â«ï¸77234 people tested, till date. 

#DelhiFightsCorona #coronavirusinindia","['#coronapositive', '#delhi', '#delhi', '#covid_19', '#delhifightscorona', '#coronavirusinindia']",[],1144712011.0,1144712011.0,PencyS,Kushagra Saxena,5,23,https://twitter.com/PencyS/status/1258820504271515648,False,0,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1144712011', 'username': 'PencyS'}]",,,,,new   coronaposit   case   regist   delhi   today   delhi   covid   statu   till   date   confirm   case   recov   deceas   peopl   test   till   date   delhifightscorona   coronavirusinindia  ,1
