,Unnamed: 0,Unnamed: 0.1,id,conversation_id,created_at,date,timezone,place,text,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,labels
695,695,695,1.2628e+18,1.2628e+18,1589910000000.0,19-05-2020 23:07,530,,"@RSSorg Corona warriors ðª. Don't get popularity before doing any work first do the work and after that you will definitely get popularity without saying anything. @INCIndia
@priyankagandhi
#ThankYouCoronaWarriors
@WriteToAshishJi pic.twitter.com/ulTU2vDf2L",['#thankyoucoronawarriors'],[],2881760034.0,2881760034.0,ruhh2107,I_rudra_,2,23,https://twitter.com/ruhh2107/status/1262799631135633409,False,2,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2881760034', 'username': 'ruhh2107'}, {'user_id': '310239584', 'username': 'RSSorg'}, {'user_id': '1153045459', 'username': 'INCIndia'}, {'user_id': '1094645942735855618', 'username': 'priyankagandhi'}, {'user_id': '1910290622', 'username': 'WriteToAshishJi'}]",,,,,corona   warrior   get   popular   work   first   work   definit   get   popular   without   say   anyth   thankyoucoronawarrior  ,1
2646,2646,2646,1.26386e+18,1.26386e+18,1590160000000.0,22-05-2020 21:40,530,,"A token of appreciation for all the #members of #SXCCAA South Zone Chapter and Chapterâs #COVIDWarrior for their #support and voluntary #contributions for the #Philanthropic mission - âLetâs fight COVID-19 together in #Karnatakaâ
#ThankYouCoronaWarriors
#KarnatakaFightsCorona pic.twitter.com/7EwrfEHoXE","['#members', '#sxccaa', '#covidwarrior', '#support', '#contributions', '#philanthropic', '#karnataka', '#thankyoucoronawarriors', '#karnatakafightscorona']",[],2997245852.0,2997245852.0,rudrasroy,Rudra Shankar Roy,5,21,https://twitter.com/rudrasroy/status/1263864903363735555,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2997245852', 'username': 'rudrasroy'}]",,,,,token   appreci   member   sxccaa   south   zone   chapter   chapter   covidwarrior   support   voluntari   contribut   philanthrop   mission   let   fight   covid   togeth   karnataka   thankyoucoronawarrior   karnatakafightscorona  ,1
3356,3356,3356,1.26422e+18,1.26422e+18,1590250000000.0,23-05-2020 21:27,530,,On behalf of AMUSU @AmuOfficialPRO hereby thanking the warriors of Corona Virus @n_k_chandra & @Somesh_IAS for helping more than 1500 passengers including AMU students who were starving for food & water on their journey.May Almighty bless them all #AMU #thankyoucoronawarriors,"['#amu', '#thankyoucoronawarriors']",[],1189369140.0,1189369140.0,Gowthamcenaa,Aligarh K Gowtham,6,21,https://twitter.com/Gowthamcenaa/status/1264223957915320321,False,8,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1189369140', 'username': 'Gowthamcenaa'}, {'user_id': '989170005257355264', 'username': 'AMUofficialPRO'}, {'user_id': '3067096230', 'username': 'n_k_chandra'}, {'user_id': '874304826225692673', 'username': 'Somesh_IAS'}]",,,,,behalf   amusu   herebi   thank   warrior   corona   viru   help   passeng   includ   amu   student   starv   food   water   journey   may   almighti   bless   amu   thankyoucoronawarrior  ,0
5250,5250,5250,1.26532e+18,1.26532e+18,1590510000000.0,26-05-2020 21:49,530,,"We are saluting Corona Warriors Farmers by keeping their logo as our #NewProfilePicture.
We also encourage to all of you to do the same
#ThankYouWarriors #ThankYouCoronaWarriors #TheRealHeroes #WarAgainstVirus #CovidWarriors #TogetherAgainstCovid19 #CoronaVirus #COVID2019 #COVID","['#newprofilepicture', '#thankyouwarriors', '#thankyoucoronawarriors', '#therealheroes', '#waragainstvirus', '#covidwarriors', '#togetheragainstcovid19', '#coronavirus', '#covid2019', '#covid']",[],3313754215.0,3313754215.0,Chintamani1920,Chinchpoklicha Chintamani,2,21,https://twitter.com/Chintamani1920/status/1265316764973297665,False,3,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '3313754215', 'username': 'Chintamani1920'}]",,,,,salut   corona   warrior   farmer   keep   logo   newprofilepictur   also   encourag   thankyouwarrior   thankyoucoronawarrior   therealhero   waragainstviru   covidwarrior   togetheragainstcovid   coronaviru   covid   covid  ,1
45,45,45,1.26245e+18,1.26245e+18,1589830000000.0,18-05-2020 23:50,530,,"Hlo friends in lockdown take photos and upload on Twitter or insta just for timepass
#timepass #Covid_19 #staysafe #lockdown4guidelines #TheGreat
@manishk8417 pic.twitter.com/TkMCqtoO9T","['#timepass', '#covid_19', '#staysafe', '#lockdown4guidelines', '#thegreat']",[],1.26058e+18,1.26058e+18,manishk8417,Manish Kumar,1,23,https://twitter.com/manishk8417/status/1262447932265189378,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1260584640483639296', 'username': 'manishk8417'}]",,,,,hlo   friend   lockdown   take   photo   upload   twitter   insta   timepass   timepass   covid   staysaf   lockdownguidelin   thegreat  ,-1
123,123,123,1.26244e+18,1.26244e+18,1589820000000.0,18-05-2020 23:31,530,,"I mean why???? ð¤·ââï¸ 
. 
If they're ( Corona +ve) committed professional then should have stayed at home instead of spreading it to their colleagues. 
.
#ZeeNews #ZeeNewsSealKaro #sudhirchaudhary #FightAgainstCOVID19 #StaySafe https://twitter.com/sudhirchaudhary/status/1262381654313766912Â â¦","['#zeenews', '#zeenewssealkaro', '#sudhirchaudhary', '#fightagainstcovid19', '#staysafe']",[],144125676.0,144125676.0,grvpugilist,Gaurav Bidhuri,1,23,https://twitter.com/grvpugilist/status/1262443241191829504,False,11,2,4,https://twitter.com/sudhirchaudhary/status/1262381654313766912,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '144125676', 'username': 'grvpugilist'}]",,,,,mean   corona   commit   profession   stay   home   instead   spread   colleagu   zeenew   zeenewssealkaro   sudhirchaudhari   fightagainstcovid   staysaf  ,1
131,131,131,1.26244e+18,1.26244e+18,1589820000000.0,18-05-2020 23:30,530,,"That smile of full stomach ð #lockdown #covid_19 #stayhome #staysafe #stayhealthy #staystrong #loveforever @ Rajkot, Gujarat  https://www.instagram.com/p/CAVqf6Mjy58/?igshid=1ez6x7mhrn1mmÂ â¦","['#lockdown', '#covid_19', '#stayhome', '#staysafe', '#stayhealthy', '#staystrong', '#loveforever']",[],7.93796e+17,7.93796e+17,minalba_gohil,Minalba Gohil,1,23,https://twitter.com/minalba_gohil/status/1262443074317217792,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '793795580325605376', 'username': 'minalba_gohil'}]",,,,,smile   full   stomach   lockdown   covid   stayhom   staysaf   stayhealthi   staystrong   loveforev   rajkot   gujarat  ,-1
189,189,189,1.26244e+18,1.26244e+18,1589820000000.0,18-05-2020 23:18,530,,"Anti Indian is activated be careful all Indian
#gautamgambhir
#ZeeNews #COVID
#staysafe
#AmitShah","['#gautamgambhir', '#zeenews', '#covid', '#staysafe', '#amitshah']",[],4697551634.0,4697551634.0,GRjoshi21,Ghanshyam joshi,1,23,https://twitter.com/GRjoshi21/status/1262440057581043714,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '4697551634', 'username': 'GRjoshi21'}]",,,,,anti   indian   activ   care   indian   gautamgambhir   zeenew   covid   staysaf   amitshah  ,-1
255,255,255,1.26244e+18,1.26244e+18,1589820000000.0,18-05-2020 23:05,530,,"India is rich country of poor people
Agree or not
10% of Indian family owns 90% of Indian ð°
#ZeeNews #staysafe #COVID #gautamgambhir #DelhiLockdown #staysafe","['#zeenews', '#staysafe', '#covid', '#gautamgambhir', '#delhilockdown', '#staysafe']",[],7.29516e+17,7.29516e+17,adgtlman,Aman Kumar,1,23,https://twitter.com/adgtlman/status/1262436658097594368,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '729516226163134465', 'username': 'adgtlman'}]",,,,,india   rich   countri   poor   peopl   agre   indian   famili   own   indian   zeenew   staysaf   covid   gautamgambhir   delhilockdown   staysaf  ,-1
286,286,286,1.26244e+18,1.26244e+18,1589820000000.0,18-05-2020 23:01,530,,"#Repost  from shraddhaholic_avi 
ð· STAY SAFE ðð»
1. Be SAFE from coronavirus infection
2. Be SMART & inform yourself about it
3. Be KIND & support one another
.
.
.
.
.
.
. .
#staysafe #stayhomestaysafe #coronavirusâ¦  https://www.instagram.com/p/CAVnIpChk0A/?igshid=1uirvvcru5y4uÂ â¦","['#repost', '#staysafe', '#stayhomestaysafe', '#coronavirus']",[],7.01099e+17,7.01099e+17,suraj_v007,Suraj Vishwakarma,1,23,https://twitter.com/suraj_v007/status/1262435667625119750,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '701098723376410624', 'username': 'suraj_v007'}]",,,,,repost   shraddhahol   avi   stay   safe   safe   coronaviru   infect   smart   inform   kind   support   one   anoth   staysaf   stayhomestaysaf   coronaviru  ,-1
324,324,324,1.26243e+18,1.26243e+18,1589820000000.0,18-05-2020 22:55,530,,"Congratulations India ! Weâve crossed 100K #corona subscribers. The green button will be delivered soon .. all credit goes to our unorganised government and careless people!!
 #AtmaNirbharDesh #coronavirusinindia
#coronavirusinindia
#StayHome #StaySafe","['#corona', '#atmanirbhardesh', '#coronavirusinindia', '#coronavirusinindia', '#stayhome', '#staysafe']",[],947628109.0,947628109.0,i_parth_,Parth Joshi,1,22,https://twitter.com/i_parth_/status/1262434208326094848,False,3,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '947628109', 'username': 'i_parth_'}]",,,,,congratul   india   cross   k   corona   subscrib   green   button   deliv   soon   credit   go   unorganis   govern   careless   peopl   atmanirbhardesh   coronavirusinindia   coronavirusinindia   stayhom   staysaf  ,-1
