,Unnamed: 0,Unnamed: 0.1,id,conversation_id,created_at,date,timezone,place,text,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,labels
983,983,983,1.25809e+18,1.25809e+18,1588790000000.0,06-05-2020 23:15,530,,"#IndiaFightsCorona: 

ðStrictly avoid visitors at home during home quarantine or in general. 

â¶ï¸Protect yourself and your loved ones from #COVID19. 

#StayHome #StaySafe #StayHealthy 

Via @MoHFW_INDIA
@NitishKumar @sanjayjavin @neerajkumarmlc @DM_Muzaffarpur @nildeoreIAS pic.twitter.com/kFDKW6ZK5Q","['#indiafightscorona', '#covid19', '#stayhome', '#staysafe', '#stayhealthy']",[],1.1355e+18,1.1355e+18,BiharHealthDept,Bihar Health Dept,3,23,https://twitter.com/BiharHealthDept/status/1258090596373106690,False,19,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1135503797025828864', 'username': 'BiharHealthDept'}, {'user_id': '2596143056', 'username': 'MoHFW_INDIA'}, {'user_id': '143409075', 'username': 'NitishKumar'}, {'user_id': '101021297', 'username': 'sanjayjavin'}, {'user_id': '1168235484', 'username': 'neerajkumarmlc'}, {'user_id': '1180505026608779264', 'username': 'DM_Muzaffarpur'}, {'user_id': '80651015', 'username': 'nildeoreIAS'}]",,,,,indiafightscorona   strictli   avoid   visitor   home   home   quarantin   gener   protect   love   one   covid   stayhom   staysaf   stayhealthi   via  ,-1
998,998,998,1.25809e+18,1.25809e+18,1588790000000.0,06-05-2020 23:12,530,,"Hereâs the another round of fun.  #khanvelresort #djadilbaksh
#stayhome #partyathome #djlivestreaming #staysafe #quarantine #partyatmyhouse #coronaparty #quarantineparty
#djlive #djlivestreaming #djliveset #dopeâ¦  https://www.instagram.com/p/B_2u4HfBUO2/?igshid=emodk2t690b8Â â¦","['#khanvelresort', '#djadilbaksh', '#stayhome', '#partyathome', '#djlivestreaming', '#staysafe', '#quarantine', '#partyatmyhouse', '#coronaparty', '#quarantineparty', '#djlive', '#djlivestreaming', '#djliveset', '#dope']",[],7.46099e+17,7.46099e+17,djadilbaksh,DJ ADIL BAKSH,3,23,https://twitter.com/djadilbaksh/status/1258089831848202241,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '746098569145266176', 'username': 'djadilbaksh'}]",,,,,anoth   round   fun   khanvelresort   djadilbaksh   stayhom   partyathom   djlivestream   staysaf   quarantin   partyatmyhous   coronaparti   quarantineparti   djlive   djlivestream   djliveset   dope  ,-1
1006,1006,1006,1.25809e+18,1.25809e+18,1588790000000.0,06-05-2020 23:10,530,,"Consult the dermatology doctor through â Al Habib live care â service that is available on Dr Sulaiman Al Habib Mobile app.
ð± Download the application now ( HMG) ,
For more information please call 045813333
 #stayhome #staysafe #ramadanathome #covid_19 #dermatology","['#stayhome', '#staysafe', '#ramadanathome', '#covid_19', '#dermatology']",[],9.29582e+17,9.29582e+17,hmg_uae,Dr Sulaiman Al-Habib Hospital Dubai,3,23,https://twitter.com/hmg_uae/status/1258089311624466433,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '929581793984024576', 'username': 'hmg_uae'}]",,,,,consult   dermatolog   doctor   al   habib   live   care   servic   avail   dr   sulaiman   al   habib   mobil   app   download   applic   hmg   inform   pleas   call   stayhom   staysaf   ramadanathom   covid   dermatolog  ,-1
1127,1127,1127,1.25808e+18,1.25808e+18,1588790000000.0,06-05-2020 22:49,530,,"Complicated are not the things, but the maze that weâve made up in our mindð¤¦ââï¸
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#simoodles #quarantinedays #doodleaday #quarantine #heart #staysafe #blessed #gratitude #do #handmadeâ¦  https://www.instagram.com/p/B_2sNawB7cm/?igshid=132d0h8zm695uÂ â¦","['#simoodles', '#quarantinedays', '#doodleaday', '#quarantine', '#heart', '#staysafe', '#blessed', '#gratitude', '#do', '#handmade']",[],1.10216e+18,1.10216e+18,Simoodles,Simoodles,3,22,https://twitter.com/Simoodles/status/1258083969100374016,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1102155040423374848', 'username': 'Simoodles'}]",,,,,complic   thing   maze   made   mind   simoodl   quarantineday   doodleaday   quarantin   heart   staysaf   bless   gratitud   handmad  ,-1
1196,1196,1196,1.25808e+18,1.25808e+18,1588780000000.0,06-05-2020 22:35,530,,"Stay Home stay Safe

##covid_19 ##covid19 ##covid2020 ##covidindia ##covid19fighter ##stayhome ##staysafe ##stayhomestaysafe ##Surat ##suratcovid19 @ Surat, Gujarat  https://www.instagram.com/p/B_2qKkcjDuPfWMeTDjcP9dT1Ou4obNjO-5xc1I0/?igshid=1b0fesshjyv8kÂ â¦","['#covid_19', '#covid19', '#covid2020', '#covidindia', '#covid19fighter', '#stayhome', '#staysafe', '#stayhomestaysafe', '#surat', '#suratcovid19']",[],8.82647e+17,8.82647e+17,shivbotalewad,Shivshankar,3,22,https://twitter.com/shivbotalewad/status/1258080333381144578,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '882647303416401922', 'username': 'shivbotalewad'}]",,,,,stay   home   stay   safe   covid   covid   covid   covidindia   covidfight   stayhom   staysaf   stayhomestaysaf   surat   suratcovid   surat   gujarat  ,-1
1218,1218,1218,1.25808e+18,1.25808e+18,1588780000000.0,06-05-2020 22:31,530,,"This is superb campaigning by mumbaipolice 
Can't resist sharing this initiative by #mumbaipolice
#coronavirus #gocorona #gocoronago #staysafe #wearmask #janakraaj #musiconic #tenthalphabett @ Parel, Maharashtra,â¦  https://www.instagram.com/p/B_2qHQZFbr3/?igshid=1vvcwyrfqa1rfÂ â¦","['#mumbaipolice', '#coronavirus', '#gocorona', '#gocoronago', '#staysafe', '#wearmask', '#janakraaj', '#musiconic', '#tenthalphabett']",[],1283057436.0,1283057436.0,janakraaj24,janakraaj,3,22,https://twitter.com/janakraaj24/status/1258079353159573504,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1283057436', 'username': 'janakraaj24'}]",,,,,superb   campaign   mumbaipolic   resist   share   initi   mumbaipolic   coronaviru   gocorona   gocoronago   staysaf   wearmask   janakraaj   musicon   tenthalphabett   parel   maharashtra  ,-1
1305,1305,1305,1.25807e+18,1.25807e+18,1588780000000.0,06-05-2020 22:09,530,,"Tried my hands very first time to make the Mouth watering IDLY CHILLY...
Chef @piyushrahud #chefpiyushrahud
#homemade #idlichilly #recepie #quarantinelife #lockdown #keepcooking #stayhome #staysafe #stayfitâ¦  https://www.instagram.com/p/B_2nrrHJOBN/?igshid=gc0hecamo8y1Â â¦","['#chefpiyushrahud', '#homemade', '#idlichilly', '#recepie', '#quarantinelife', '#lockdown', '#keepcooking', '#stayhome', '#staysafe', '#stayfit']",[],110923041.0,110923041.0,piyushrahud,piyush rahud,3,22,https://twitter.com/piyushrahud/status/1258074008446214144,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '110923041', 'username': 'piyushrahud'}]",,,,,tri   hand   first   time   make   mouth   water   idli   chilli   chef   chefpiyushrahud   homemad   idlichilli   recepi   quarantinelif   lockdown   keepcook   stayhom   staysaf   stayfit  ,-1
1502,1502,1502,1.25845e+18,1.25845e+18,1588870000000.0,07-05-2020 23:22,530,,"Salut to corona worrior
#coronavorirus #coronaworriors #stayhome #stayhealthy #staysafe #indiajitegacoronaharega @ Valia, Gujarat, India  https://www.instagram.com/p/B_5UzmWlllbhYkUhMM42m-zyawiVrm3MaCuSrs0/?igshid=cnjbskbtttlzÂ â¦","['#coronavorirus', '#coronaworriors', '#stayhome', '#stayhealthy', '#staysafe', '#indiajitegacoronaharega']",[],8.09784e+17,8.09784e+17,harshil4199,Harshil Panchal,4,23,https://twitter.com/harshil4199/status/1258454708219449345,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '809783681518804993', 'username': 'harshil4199'}]",,,,,salut   corona   worrior   coronavoriru   coronaworrior   stayhom   stayhealthi   staysaf   indiajitegacoronaharega   valia   gujarat   india  ,-1
1570,1570,1570,1.25845e+18,1.25838e+18,1588870000000.0,07-05-2020 23:09,530,,ðð»for such a lovely engagement! It was like riding the time machine back to my @StateIVLP experience in 2018. The world indeed has come together to beat the challenge of #Covid_19 #StaySafe #StayHome! I indeed miss my time in Denver ð¤,"['#covid_19', '#staysafe', '#stayhome']",[],75962742.0,75962742.0,KunalSarangi,Kunal Sarangi ð®ð³,4,23,https://twitter.com/KunalSarangi/status/1258451527682809856,False,10,0,2,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '75962742', 'username': 'KunalSarangi'}, {'user_id': '950418318', 'username': 'WorldDenver'}, {'user_id': '4131071', 'username': 'SenadoraJulie'}, {'user_id': '174569461', 'username': 'mario_ramo'}, {'user_id': '407098018', 'username': 'StateIVLP'}]",,,,,love   engag   like   ride   time   machin   back   experi   world   inde   come   togeth   beat   challeng   covid   staysaf   stayhom   inde   miss   time   denver  ,0
1603,1603,1603,1.25845e+18,1.25845e+18,1588870000000.0,07-05-2020 23:01,530,,"Aarogya Setu app is playing a vital role in containing the spread of COVID-19 infection in India. Download the Aarogya Setu app today & Watch the video to know more. #IndiaFightsCorona #SetuMeraBodyguard #StaySafe
ð https://www.youtube.com/watch?v=unM-F7CRNQMÂ â¦","['#indiafightscorona', '#setumerabodyguard', '#staysafe']",[],629235397.0,629235397.0,iShankarLalwani,Shankar Lalwani,4,23,https://twitter.com/iShankarLalwani/status/1258449411514007554,False,29,1,6,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '629235397', 'username': 'iShankarLalwani'}]",,,,,aarogya   setu   app   play   vital   role   contain   spread   covid   infect   india   download   aarogya   setu   app   today   watch   video   know   indiafightscorona   setumerabodyguard   staysaf  ,-1
1616,1616,1616,1.25845e+18,1.25845e+18,1588870000000.0,07-05-2020 22:59,530,,"â¤
#dil #pyaarâ¤ï¸ #loveshayari #lovepoetry #lovequotes #love #poetry #theunprofessionalwriter #quarantinelife #lockdown #quarantine #corona
#coronamemes #stayhome
#staysafe #stayhealthy

FOLLOWâ¦  https://www.instagram.com/p/B_5SHAOnakW/?igshid=okogdo7exfd2Â â¦","['#dil', '#pyaar', '#loveshayari', '#lovepoetry', '#lovequotes', '#love', '#poetry', '#theunprofessionalwriter', '#quarantinelife', '#lockdown', '#quarantine', '#corona', '#coronamemes', '#stayhome', '#staysafe', '#stayhealthy']",[],274297806.0,274297806.0,the_mathursahab,Dr. Somesh Mathur,4,22,https://twitter.com/the_mathursahab/status/1258448780577378304,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '274297806', 'username': 'the_mathursahab'}]",,,,,dil   pyaar   loveshayari   lovepoetri   lovequot   love   poetri   theunprofessionalwrit   quarantinelif   lockdown   quarantin   corona   coronamem   stayhom   staysaf   stayhealthi   follow  ,-1
1620,1620,1620,1.25845e+18,1.25845e+18,1588870000000.0,07-05-2020 22:58,530,,"It's important to maintain a safe distance while shopping at supermarkets to reduce the spread of #COVID19
Pay attention to the marked out spots and wait for your turn before proceeding to the checkout counter.
#Ramadan #coronavirus #stayhome #staysafethisramadan pic.twitter.com/pV2awRuTJh","['#covid19', '#ramadan', '#coronavirus', '#stayhome', '#staysafethisramadan']",[],71742734.0,71742734.0,DoHSocial,Ø¯Ø§Ø¦Ø±Ø© Ø§ÙØµØ­Ø© - Ø£Ø¨ÙØ¸Ø¨Ù,4,22,https://twitter.com/DoHSocial/status/1258448610108334080,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '71742734', 'username': 'DoHSocial'}]",,,,,import   maintain   safe   distanc   shop   supermarket   reduc   spread   covid   pay   attent   mark   spot   wait   turn   proceed   checkout   counter   ramadan   coronaviru   stayhom   staysafethisramadan  ,-1
